110,5916,2,334,827,Referral,In Progress,65,2021-05-02,2020-07-19,2022-03-31,2025-08-10 15:47:43.503000000,0,0,5916,2,334
113,3480,60,233,978,LinkedIn,In Progress,126,2023-07-24,2025-05-01,2022-08-22,2025-08-10 15:47:43.503000000,0,0,3480,60,233
114,12371,191,14,1642,Referral,In Progress,154,2023-01-02,2021-02-16,2024-06-22,2025-08-10 15:47:43.503000000,0,0,12371,191,14
115,8664,44,65,1824,AdWords,In Progress,164,2021-09-08,2025-02-18,2024-12-24,2025-08-10 15:47:43.503000000,0,0,8664,44,65
116,1822,184,301,469,Direct,In Progress,143,2025-05-16,2020-11-27,2021-04-01,2025-08-10 15:47:43.503000000,0,0,1822,184,301
117,19858,15,295,1914,Direct,In Progress,139,2021-06-03,2025-08-31,2025-03-27,2025-08-10 15:47:43.503000000,0,0,19858,15,295
119,12279,61,81,247,Referral,In Progress,91,2024-02-07,2024-08-22,2020-08-30,2025-08-10 15:47:43.503000000,0,0,12279,61,81
121,10464,113,190,683,LinkedIn,In Progress,102,2024-10-03,2022-03-10,2021-11-04,2025-08-10 15:47:43.503000000,0,0,10464,113,190
122,5091,161,151,1255,Direct,In Progress,157,2023-09-05,2020-06-19,2023-05-31,2025-08-10 15:47:43.503000000,0,0,5091,161,151
123,7591,16,272,1345,AdWords,Dropped,142,2024-06-25,2024-10-05,2023-08-26,2025-08-10 15:47:43.503000000,0,0,7591,16,272
124,3045,30,441,935,AdWords,In Progress,150,2020-03-08,2025-07-22,2022-07-12,2025-08-10 15:47:43.503000000,0,0,3045,30,441
125,16862,185,310,871,AdWords,Dropped,34,2024-10-04,2024-11-21,2022-05-09,2025-08-10 15:47:43.503000000,0,0,16862,185,310
126,19320,119,268,1588,Referral,Dropped,127,2020-09-07,2023-06-10,2024-04-24,2025-08-10 15:47:43.503000000,0,0,19320,119,268
128,13379,96,45,1757,LinkedIn,In Progress,74,2025-10-05,2020-04-15,2024-10-10,2025-08-10 15:47:43.503000000,0,0,13379,96,45
130,4028,89,100,16,AdWords,Dropped,91,2022-05-28,2022-05-08,2020-01-04,2025-08-10 15:47:43.503000000,0,0,4028,89,100
132,14294,152,233,213,LinkedIn,Dropped,28,2024-05-16,2021-06-26,2020-07-23,2025-08-10 15:47:43.503000000,0,0,14294,152,233
133,13958,22,223,995,AdWords,In Progress,113,2024-05-19,2023-03-16,2022-09-15,2025-08-10 15:47:43.503000000,0,0,13958,22,223
134,6391,198,164,483,Referral,In Progress,123,2021-04-12,2025-09-04,2021-04-19,2025-08-10 15:47:43.503000000,0,0,6391,198,164
135,3854,101,246,286,AdWords,Dropped,95,2021-07-22,2024-02-19,2020-10-05,2025-08-10 15:47:43.503000000,0,0,3854,101,246
136,10592,101,140,1436,Referral,In Progress,172,2023-04-01,2020-07-14,2023-12-06,2025-08-10 15:47:43.503000000,0,0,10592,101,140
138,9154,74,106,739,Referral,Dropped,80,2023-07-09,2022-11-21,2022-01-01,2025-08-10 15:47:43.503000000,0,0,9154,74,106
140,3343,143,130,433,LinkedIn,In Progress,93,2024-03-17,2022-08-15,2021-02-22,2025-08-10 15:47:43.503000000,0,0,3343,143,130
142,5025,123,401,728,Referral,In Progress,69,2024-02-07,2024-03-12,2021-12-26,2025-08-10 15:47:43.503000000,0,0,5025,123,401
143,19440,102,170,500,AdWords,Dropped,66,2022-01-26,2020-01-27,2021-05-14,2025-08-10 15:47:43.503000000,0,0,19440,102,170
144,19015,183,266,1516,LinkedIn,Dropped,152,2022-11-30,2021-03-17,2024-02-17,2025-08-10 15:47:43.503000000,0,0,19015,183,266
149,1585,87,432,924,Referral,Dropped,89,2020-12-11,2025-10-30,2022-07-08,2025-08-10 15:47:43.503000000,0,0,1585,87,432
150,13064,137,92,1122,Referral,Dropped,95,2024-02-25,2025-02-20,2023-01-17,2025-08-10 15:47:43.503000000,0,0,13064,137,92
151,8213,141,247,1860,Direct,Dropped,29,2021-08-08,2021-06-14,2025-01-27,2025-08-10 15:47:43.503000000,0,0,8213,141,247
152,16837,161,91,586,AdWords,In Progress,12,2024-12-10,2022-04-23,2021-07-30,2025-08-10 15:47:43.503000000,0,0,16837,161,91
153,10345,147,404,2003,AdWords,Dropped,96,2022-06-20,2025-11-25,2025-06-17,2025-08-10 15:47:43.503000000,0,0,10345,147,404
154,7736,136,135,1756,LinkedIn,In Progress,170,2025-11-05,2021-05-19,2024-10-10,2025-08-10 15:47:43.503000000,0,0,7736,136,135
155,18436,90,92,1046,AdWords,In Progress,22,2024-05-14,2022-11-24,2022-11-05,2025-08-10 15:47:43.503000000,0,0,18436,90,92
156,17025,56,314,1507,Direct,In Progress,27,2025-05-24,2023-11-21,2024-02-07,2025-08-10 15:47:43.503000000,0,0,17025,56,314
159,10066,24,24,1318,Referral,Dropped,31,2022-07-18,2020-10-07,2023-08-09,2025-08-10 15:47:43.503000000,0,0,10066,24,24
160,8545,48,434,20,LinkedIn,Dropped,143,2021-04-21,2023-05-20,2020-01-20,2025-08-10 15:47:43.503000000,0,0,8545,48,434
161,11126,159,462,77,AdWords,Dropped,121,2023-07-14,2023-08-28,2020-03-11,2025-08-10 15:47:43.503000000,0,0,11126,159,462
162,19199,53,328,2118,AdWords,In Progress,137,2020-04-04,2020-02-26,2025-10-12,2025-08-10 15:47:43.503000000,0,0,19199,53,328
163,17006,88,336,2127,LinkedIn,In Progress,17,2020-10-08,2021-09-07,2025-10-14,2025-08-10 15:47:43.503000000,0,0,17006,88,336
165,12316,45,437,782,AdWords,Dropped,72,2021-03-30,2020-01-17,2022-02-16,2025-08-10 15:47:43.503000000,0,0,12316,45,437
166,12508,67,358,719,Referral,Dropped,62,2023-08-27,2022-09-30,2021-12-17,2025-08-10 15:47:43.503000000,0,0,12508,67,358
167,7816,161,474,12,Referral,Dropped,156,2023-08-30,2022-08-13,2020-01-01,2025-08-10 15:47:43.503000000,0,0,7816,161,474
168,13021,18,412,1465,Referral,In Progress,21,2025-06-17,2025-04-29,2023-12-28,2025-08-10 15:47:43.503000000,0,0,13021,18,412
169,9695,110,298,74,Referral,In Progress,42,2024-02-06,2023-12-08,2020-03-09,2025-08-10 15:47:43.503000000,0,0,9695,110,298
173,12008,48,11,2109,AdWords,Dropped,67,2025-05-27,2022-05-27,2025-10-07,2025-08-10 15:47:43.503000000,0,0,12008,48,11
174,19285,59,210,574,LinkedIn,Dropped,28,2023-12-09,2025-09-29,2021-07-23,2025-08-10 15:47:43.503000000,0,0,19285,59,210
175,2836,91,445,388,AdWords,Dropped,28,2023-01-23,2022-08-02,2021-01-08,2025-08-10 15:47:43.503000000,0,0,2836,91,445
177,17853,94,346,1574,LinkedIn,In Progress,80,2021-04-28,2023-06-16,2024-04-20,2025-08-10 15:47:43.503000000,0,0,17853,94,346
178,7422,141,101,962,Direct,Dropped,105,2021-04-15,2024-06-12,2022-08-19,2025-08-10 15:47:43.503000000,0,0,7422,141,101
179,18696,12,494,1628,AdWords,Dropped,65,2020-10-22,2024-07-02,2024-06-11,2025-08-10 15:47:43.503000000,0,0,18696,12,494
180,12834,11,147,872,AdWords,Dropped,174,2021-06-14,2024-05-02,2022-05-12,2025-08-10 15:47:43.503000000,0,0,12834,11,147
183,5097,159,415,432,Direct,In Progress,11,2020-06-06,2021-06-14,2021-02-22,2025-08-10 15:47:43.503000000,0,0,5097,159,415
184,1771,37,259,442,AdWords,Dropped,15,2021-01-03,2020-09-08,2021-03-11,2025-08-10 15:47:43.503000000,0,0,1771,37,259
185,900,184,71,703,Referral,In Progress,68,2025-05-17,2024-02-27,2021-11-23,2025-08-10 15:47:43.503000000,0,0,900,184,71
186,3607,136,319,1012,LinkedIn,Dropped,36,2024-08-03,2024-08-30,2022-09-30,2025-08-10 15:47:43.503000000,0,0,3607,136,319
189,13655,16,318,1455,LinkedIn,Dropped,163,2020-03-22,2022-10-15,2023-12-16,2025-08-10 15:47:43.503000000,0,0,13655,16,318
190,335,33,36,2086,Referral,Dropped,167,2024-03-22,2024-12-16,2025-09-07,2025-08-10 15:47:43.503000000,0,0,335,33,36
192,9155,94,148,1045,Referral,In Progress,171,2020-09-06,2021-01-25,2022-10-29,2025-08-10 15:47:43.503000000,0,0,9155,94,148
193,12138,26,92,380,Referral,In Progress,68,2021-03-19,2021-09-21,2021-01-12,2025-08-10 15:47:43.503000000,0,0,12138,26,92
194,10618,193,14,1671,AdWords,Dropped,112,2025-09-01,2022-03-31,2024-07-14,2025-08-10 15:47:43.503000000,0,0,10618,193,14
195,9075,75,486,177,Direct,In Progress,86,2020-07-20,2021-05-03,2020-06-19,2025-08-10 15:47:43.503000000,0,0,9075,75,486
196,6923,104,477,1666,Referral,In Progress,73,2023-04-27,2022-04-03,2024-07-23,2025-08-10 15:47:43.503000000,0,0,6923,104,477
197,6234,13,130,1656,LinkedIn,In Progress,178,2024-06-11,2023-09-29,2024-07-10,2025-08-10 15:47:43.503000000,0,0,6234,13,130
200,11937,62,441,1212,Direct,Dropped,58,2020-02-24,2021-01-06,2023-04-13,2025-08-10 15:47:43.503000000,0,0,11937,62,441
201,17408,160,104,1337,Referral,In Progress,135,2024-05-16,2024-08-17,2023-08-25,2025-08-10 15:47:43.503000000,0,0,17408,160,104
202,10892,71,328,2153,AdWords,Dropped,161,2024-03-07,2022-07-12,2025-11-16,2025-08-10 15:47:43.503000000,0,0,10892,71,328
204,10693,3,474,480,LinkedIn,Dropped,76,2020-02-03,2024-08-20,2021-04-12,2025-08-10 15:47:43.503000000,0,0,10693,3,474
206,18813,156,134,1170,AdWords,Dropped,70,2021-08-04,2024-07-19,2023-03-05,2025-08-10 15:47:43.503000000,0,0,18813,156,134
207,14230,124,181,1350,Direct,Dropped,126,2021-03-04,2022-01-16,2023-08-30,2025-08-10 15:47:43.503000000,0,0,14230,124,181
208,3227,60,415,438,AdWords,In Progress,155,2023-04-04,2022-05-27,2021-03-10,2025-08-10 15:47:43.503000000,0,0,3227,60,415
210,10974,45,210,1528,LinkedIn,Dropped,26,2023-09-21,2024-09-25,2024-03-01,2025-08-10 15:47:43.503000000,0,0,10974,45,210
211,4077,55,350,1000,LinkedIn,Dropped,135,2024-07-18,2025-11-07,2022-09-16,2025-08-10 15:47:43.503000000,0,0,4077,55,350
215,2051,175,366,1651,AdWords,In Progress,50,2024-05-27,2021-11-11,2024-07-07,2025-08-10 15:47:43.503000000,0,0,2051,175,366
216,17990,124,272,1940,Direct,Dropped,27,2022-07-30,2023-06-20,2025-04-14,2025-08-10 15:47:43.503000000,0,0,17990,124,272
218,18692,139,164,214,Referral,Dropped,162,2025-07-18,2024-11-16,2020-07-19,2025-08-10 15:47:43.503000000,0,0,18692,139,164
220,12022,185,444,122,AdWords,In Progress,40,2025-05-26,2025-01-03,2020-04-27,2025-08-10 15:47:43.503000000,0,0,12022,185,444
221,9459,138,368,1056,LinkedIn,Dropped,10,2020-01-29,2021-03-22,2022-11-16,2025-08-10 15:47:43.503000000,0,0,9459,138,368
222,19581,95,361,1383,AdWords,In Progress,18,2020-11-23,2020-03-25,2023-10-03,2025-08-10 15:47:43.503000000,0,0,19581,95,361
223,6336,123,255,1221,Referral,In Progress,40,2021-04-15,2022-08-09,2023-04-24,2025-08-10 15:47:43.503000000,0,0,6336,123,255
225,11031,24,14,923,AdWords,In Progress,152,2025-10-18,2022-12-12,2022-06-30,2025-08-10 15:47:43.503000000,0,0,11031,24,14
226,17364,79,383,864,Referral,In Progress,35,2020-04-12,2025-07-22,2022-05-10,2025-08-10 15:47:43.503000000,0,0,17364,79,383
227,6924,55,468,1655,LinkedIn,Dropped,91,2020-09-02,2020-09-26,2024-06-29,2025-08-10 15:47:43.503000000,0,0,6924,55,468
228,1001,64,483,437,Direct,Dropped,128,2021-02-16,2023-12-11,2021-02-27,2025-08-10 15:47:43.503000000,0,0,1001,64,483
229,16455,44,281,138,Direct,Dropped,39,2021-10-18,2024-06-14,2020-05-07,2025-08-10 15:47:43.503000000,0,0,16455,44,281
230,1547,108,274,2055,Direct,In Progress,132,2020-05-08,2021-12-08,2025-08-07,2025-08-10 15:47:43.503000000,0,0,1547,108,274
232,5995,179,238,1718,AdWords,Dropped,33,2021-01-08,2021-12-24,2024-09-02,2025-08-10 15:47:43.503000000,0,0,5995,179,238
234,3653,58,215,58,LinkedIn,In Progress,133,2024-10-21,2020-05-27,2020-02-21,2025-08-10 15:47:43.503000000,0,0,3653,58,215
236,1378,176,465,389,AdWords,Dropped,25,2024-03-06,2020-02-20,2021-01-23,2025-08-10 15:47:43.503000000,0,0,1378,176,465
238,14486,148,31,508,AdWords,Dropped,97,2020-10-26,2020-12-25,2021-05-14,2025-08-10 15:47:43.503000000,0,0,14486,148,31
239,6622,176,275,351,AdWords,Dropped,127,2022-04-04,2021-10-11,2020-12-06,2025-08-10 15:47:43.503000000,0,0,6622,176,275
240,2825,170,494,1523,LinkedIn,Dropped,137,2022-05-17,2025-06-11,2024-02-18,2025-08-10 15:47:43.503000000,0,0,2825,170,494
244,13615,68,60,1361,AdWords,In Progress,118,2022-08-15,2020-07-23,2023-09-14,2025-08-10 15:47:43.503000000,0,0,13615,68,60
248,13907,4,102,1558,Referral,In Progress,133,2024-08-08,2021-02-01,2024-03-30,2025-08-10 15:47:43.503000000,0,0,13907,4,102
251,16081,90,333,816,Referral,In Progress,145,2020-03-29,2020-07-01,2022-03-13,2025-08-10 15:47:43.503000000,0,0,16081,90,333
252,4101,14,79,1009,AdWords,Dropped,78,2025-04-05,2020-01-11,2022-10-01,2025-08-10 15:47:43.503000000,0,0,4101,14,79
255,8142,10,38,961,AdWords,In Progress,52,2024-02-23,2024-04-20,2022-08-09,2025-08-10 15:47:43.503000000,0,0,8142,10,38
256,11441,64,88,370,LinkedIn,In Progress,118,2020-09-21,2025-01-30,2020-12-24,2025-08-10 15:47:43.503000000,0,0,11441,64,88
257,8132,75,482,1672,Referral,In Progress,123,2023-11-30,2023-07-14,2024-07-22,2025-08-10 15:47:43.503000000,0,0,8132,75,482
258,16830,50,329,41,LinkedIn,In Progress,12,2025-08-18,2024-02-09,2020-01-27,2025-08-10 15:47:43.503000000,0,0,16830,50,329
259,10542,196,324,1736,AdWords,In Progress,129,2023-01-14,2020-01-05,2024-09-21,2025-08-10 15:47:43.503000000,0,0,10542,196,324
261,11797,45,223,404,Direct,Dropped,86,2021-05-28,2022-02-20,2021-01-31,2025-08-10 15:47:43.503000000,0,0,11797,45,223
262,1779,17,149,239,Referral,In Progress,142,2020-09-11,2023-12-25,2020-08-18,2025-08-10 15:47:43.503000000,0,0,1779,17,149
264,14344,168,244,1952,AdWords,Dropped,139,2025-03-09,2022-07-13,2025-05-05,2025-08-10 15:47:43.503000000,0,0,14344,168,244
267,4774,35,53,2113,Direct,In Progress,21,2025-02-17,2025-06-08,2025-10-04,2025-08-10 15:47:43.503000000,0,0,4774,35,53
268,8946,115,264,1507,Direct,Dropped,162,2024-08-23,2020-08-05,2024-02-12,2025-08-10 15:47:43.503000000,0,0,8946,115,264
269,6756,17,402,1073,Referral,In Progress,87,2025-04-29,2023-10-28,2022-11-27,2025-08-10 15:47:43.503000000,0,0,6756,17,402
270,1100,180,401,1351,AdWords,In Progress,163,2020-06-28,2023-03-03,2023-08-30,2025-08-10 15:47:43.503000000,0,0,1100,180,401
271,7542,121,172,1512,Direct,In Progress,89,2021-12-24,2020-05-05,2024-02-14,2025-08-10 15:47:43.503000000,0,0,7542,121,172
272,5339,6,169,71,AdWords,Dropped,60,2022-09-04,2021-12-20,2020-03-10,2025-08-10 15:47:43.503000000,0,0,5339,6,169
273,18174,131,313,897,AdWords,Dropped,128,2021-10-26,2024-06-01,2022-06-13,2025-08-10 15:47:43.503000000,0,0,18174,131,313
274,15516,38,35,613,Referral,Dropped,69,2025-01-15,2021-05-11,2021-09-04,2025-08-10 15:47:43.503000000,0,0,15516,38,35
275,13107,178,81,376,Referral,Dropped,156,2020-03-06,2024-11-07,2021-01-06,2025-08-10 15:47:43.503000000,0,0,13107,178,81
276,717,136,68,1274,AdWords,Dropped,15,2025-04-03,2022-03-02,2023-06-27,2025-08-10 15:47:43.503000000,0,0,717,136,68
277,2529,116,311,156,LinkedIn,In Progress,124,2020-09-06,2025-08-26,2020-05-28,2025-08-10 15:47:43.503000000,0,0,2529,116,311
278,19896,99,139,1,Direct,In Progress,112,2025-01-04,2021-09-22,2020-01-01,2025-08-10 15:47:43.503000000,0,0,19896,99,139
279,8448,173,351,658,LinkedIn,In Progress,157,2025-12-27,2021-05-22,2021-10-09,2025-08-10 15:47:43.503000000,0,0,8448,173,351
280,16013,129,173,1936,AdWords,In Progress,170,2023-12-28,2023-02-20,2025-04-19,2025-08-10 15:47:43.503000000,0,0,16013,129,173
282,14762,145,52,1767,Referral,In Progress,146,2023-09-23,2025-11-16,2024-10-31,2025-08-10 15:47:43.503000000,0,0,14762,145,52
283,9606,24,112,844,Direct,In Progress,15,2021-10-19,2020-07-06,2022-04-12,2025-08-10 15:47:43.503000000,0,0,9606,24,112
284,15958,152,190,382,Referral,In Progress,93,2024-04-10,2024-04-03,2021-01-11,2025-08-10 15:47:43.503000000,0,0,15958,152,190
285,7599,44,224,623,AdWords,Dropped,102,2022-03-19,2025-11-03,2021-09-08,2025-08-10 15:47:43.503000000,0,0,7599,44,224
287,6662,150,409,1747,Referral,Dropped,11,2022-10-05,2020-05-28,2024-10-12,2025-08-10 15:47:43.503000000,0,0,6662,150,409
288,9290,164,79,1929,Direct,Dropped,100,2020-12-21,2022-12-05,2025-04-12,2025-08-10 15:47:43.503000000,0,0,9290,164,79
289,12945,16,40,1170,Direct,In Progress,164,2021-05-26,2020-11-23,2023-03-13,2025-08-10 15:47:43.503000000,0,0,12945,16,40
290,17009,152,444,2021,Direct,Dropped,97,2025-08-15,2022-02-13,2025-06-30,2025-08-10 15:47:43.503000000,0,0,17009,152,444
293,11625,114,443,1019,Direct,Dropped,54,2025-06-04,2022-09-18,2022-10-04,2025-08-10 15:47:43.503000000,0,0,11625,114,443
