DateID,CalendarDate,Day,Month,MonthName,Quarter,Year,WeekdayName,IsWeekend
61,2020-03-01,1,3,March,2020Q1,2020,Sunday,True
62,2020-03-02,2,3,March,2020Q1,2020,Monday,False
63,2020-03-03,3,3,March,2020Q1,2020,Tuesday,False
64,2020-03-04,4,3,March,2020Q1,2020,Wednesday,False
65,2020-03-05,5,3,March,2020Q1,2020,Thursday,False
66,2020-03-06,6,3,March,2020Q1,2020,Friday,False
67,2020-03-07,7,3,March,2020Q1,2020,Saturday,True
68,2020-03-08,8,3,March,2020Q1,2020,Sunday,True
69,2020-03-09,9,3,March,2020Q1,2020,Monday,False
70,2020-03-10,10,3,March,2020Q1,2020,Tuesday,False
71,2020-03-11,11,3,March,2020Q1,2020,Wednesday,False
72,2020-03-12,12,3,March,2020Q1,2020,Thursday,False
73,2020-03-13,13,3,March,2020Q1,2020,Friday,False
74,2020-03-14,14,3,March,2020Q1,2020,Saturday,True
75,2020-03-15,15,3,March,2020Q1,2020,Sunday,True
76,2020-03-16,16,3,March,2020Q1,2020,Monday,False
77,2020-03-17,17,3,March,2020Q1,2020,Tuesday,False
78,2020-03-18,18,3,March,2020Q1,2020,Wednesday,False
79,2020-03-19,19,3,March,2020Q1,2020,Thursday,False
80,2020-03-20,20,3,March,2020Q1,2020,Friday,False
81,2020-03-21,21,3,March,2020Q1,2020,Saturday,True
82,2020-03-22,22,3,March,2020Q1,2020,Sunday,True
83,2020-03-23,23,3,March,2020Q1,2020,Monday,False
84,2020-03-24,24,3,March,2020Q1,2020,Tuesday,False
85,2020-03-25,25,3,March,2020Q1,2020,Wednesday,False
86,2020-03-26,26,3,March,2020Q1,2020,Thursday,False
87,2020-03-27,27,3,March,2020Q1,2020,Friday,False
88,2020-03-28,28,3,March,2020Q1,2020,Saturday,True
89,2020-03-29,29,3,March,2020Q1,2020,Sunday,True
90,2020-03-30,30,3,March,2020Q1,2020,Monday,False
91,2020-03-31,31,3,March,2020Q1,2020,Tuesday,False
92,2020-04-01,1,4,April,2020Q2,2020,Wednesday,False
93,2020-04-02,2,4,April,2020Q2,2020,Thursday,False
94,2020-04-03,3,4,April,2020Q2,2020,Friday,False
95,2020-04-04,4,4,April,2020Q2,2020,Saturday,True
96,2020-04-05,5,4,April,2020Q2,2020,Sunday,True
97,2020-04-06,6,4,April,2020Q2,2020,Monday,False
98,2020-04-07,7,4,April,2020Q2,2020,Tuesday,False
99,2020-04-08,8,4,April,2020Q2,2020,Wednesday,False
100,2020-04-09,9,4,April,2020Q2,2020,Thursday,False
101,2020-04-10,10,4,April,2020Q2,2020,Friday,False
102,2020-04-11,11,4,April,2020Q2,2020,Saturday,True
103,2020-04-12,12,4,April,2020Q2,2020,Sunday,True
104,2020-04-13,13,4,April,2020Q2,2020,Monday,False
105,2020-04-14,14,4,April,2020Q2,2020,Tuesday,False
106,2020-04-15,15,4,April,2020Q2,2020,Wednesday,False
107,2020-04-16,16,4,April,2020Q2,2020,Thursday,False
108,2020-04-17,17,4,April,2020Q2,2020,Friday,False
109,2020-04-18,18,4,April,2020Q2,2020,Saturday,True
110,2020-04-19,19,4,April,2020Q2,2020,Sunday,True
111,2020-04-20,20,4,April,2020Q2,2020,Monday,False
112,2020-04-21,21,4,April,2020Q2,2020,Tuesday,False
113,2020-04-22,22,4,April,2020Q2,2020,Wednesday,False
114,2020-04-23,23,4,April,2020Q2,2020,Thursday,False
115,2020-04-24,24,4,April,2020Q2,2020,Friday,False
116,2020-04-25,25,4,April,2020Q2,2020,Saturday,True
117,2020-04-26,26,4,April,2020Q2,2020,Sunday,True
118,2020-04-27,27,4,April,2020Q2,2020,Monday,False
119,2020-04-28,28,4,April,2020Q2,2020,Tuesday,False
120,2020-04-29,29,4,April,2020Q2,2020,Wednesday,False
121,2020-04-30,30,4,April,2020Q2,2020,Thursday,False
122,2020-05-01,1,5,May,2020Q2,2020,Friday,False
123,2020-05-02,2,5,May,2020Q2,2020,Saturday,True
124,2020-05-03,3,5,May,2020Q2,2020,Sunday,True
125,2020-05-04,4,5,May,2020Q2,2020,Monday,False
126,2020-05-05,5,5,May,2020Q2,2020,Tuesday,False
127,2020-05-06,6,5,May,2020Q2,2020,Wednesday,False
128,2020-05-07,7,5,May,2020Q2,2020,Thursday,False
129,2020-05-08,8,5,May,2020Q2,2020,Friday,False
130,2020-05-09,9,5,May,2020Q2,2020,Saturday,True
131,2020-05-10,10,5,May,2020Q2,2020,Sunday,True
132,2020-05-11,11,5,May,2020Q2,2020,Monday,False
133,2020-05-12,12,5,May,2020Q2,2020,Tuesday,False
134,2020-05-13,13,5,May,2020Q2,2020,Wednesday,False
135,2020-05-14,14,5,May,2020Q2,2020,Thursday,False
136,2020-05-15,15,5,May,2020Q2,2020,Friday,False
137,2020-05-16,16,5,May,2020Q2,2020,Saturday,True
138,2020-05-17,17,5,May,2020Q2,2020,Sunday,True
139,2020-05-18,18,5,May,2020Q2,2020,Monday,False
140,2020-05-19,19,5,May,2020Q2,2020,Tuesday,False
141,2020-05-20,20,5,May,2020Q2,2020,Wednesday,False
142,2020-05-21,21,5,May,2020Q2,2020,Thursday,False
143,2020-05-22,22,5,May,2020Q2,2020,Friday,False
144,2020-05-23,23,5,May,2020Q2,2020,Saturday,True
145,2020-05-24,24,5,May,2020Q2,2020,Sunday,True
146,2020-05-25,25,5,May,2020Q2,2020,Monday,False
147,2020-05-26,26,5,May,2020Q2,2020,Tuesday,False
148,2020-05-27,27,5,May,2020Q2,2020,Wednesday,False
149,2020-05-28,28,5,May,2020Q2,2020,Thursday,False
150,2020-05-29,29,5,May,2020Q2,2020,Friday,False
151,2020-05-30,30,5,May,2020Q2,2020,Saturday,True
152,2020-05-31,31,5,May,2020Q2,2020,Sunday,True
153,2020-06-01,1,6,June,2020Q2,2020,Monday,False
154,2020-06-02,2,6,June,2020Q2,2020,Tuesday,False
155,2020-06-03,3,6,June,2020Q2,2020,Wednesday,False
156,2020-06-04,4,6,June,2020Q2,2020,Thursday,False
157,2020-06-05,5,6,June,2020Q2,2020,Friday,False
158,2020-06-06,6,6,June,2020Q2,2020,Saturday,True
159,2020-06-07,7,6,June,2020Q2,2020,Sunday,True
160,2020-06-08,8,6,June,2020Q2,2020,Monday,False
161,2020-06-09,9,6,June,2020Q2,2020,Tuesday,False
162,2020-06-10,10,6,June,2020Q2,2020,Wednesday,False
163,2020-06-11,11,6,June,2020Q2,2020,Thursday,False
164,2020-06-12,12,6,June,2020Q2,2020,Friday,False
165,2020-06-13,13,6,June,2020Q2,2020,Saturday,True
166,2020-06-14,14,6,June,2020Q2,2020,Sunday,True
167,2020-06-15,15,6,June,2020Q2,2020,Monday,False
168,2020-06-16,16,6,June,2020Q2,2020,Tuesday,False
169,2020-06-17,17,6,June,2020Q2,2020,Wednesday,False
170,2020-06-18,18,6,June,2020Q2,2020,Thursday,False
171,2020-06-19,19,6,June,2020Q2,2020,Friday,False
172,2020-06-20,20,6,June,2020Q2,2020,Saturday,True
173,2020-06-21,21,6,June,2020Q2,2020,Sunday,True
174,2020-06-22,22,6,June,2020Q2,2020,Monday,False
175,2020-06-23,23,6,June,2020Q2,2020,Tuesday,False
176,2020-06-24,24,6,June,2020Q2,2020,Wednesday,False
177,2020-06-25,25,6,June,2020Q2,2020,Thursday,False
178,2020-06-26,26,6,June,2020Q2,2020,Friday,False
179,2020-06-27,27,6,June,2020Q2,2020,Saturday,True
180,2020-06-28,28,6,June,2020Q2,2020,Sunday,True
181,2020-06-29,29,6,June,2020Q2,2020,Monday,False
182,2020-06-30,30,6,June,2020Q2,2020,Tuesday,False
183,2020-07-01,1,7,July,2020Q3,2020,Wednesday,False
184,2020-07-02,2,7,July,2020Q3,2020,Thursday,False
185,2020-07-03,3,7,July,2020Q3,2020,Friday,False
186,2020-07-04,4,7,July,2020Q3,2020,Saturday,True
187,2020-07-05,5,7,July,2020Q3,2020,Sunday,True
188,2020-07-06,6,7,July,2020Q3,2020,Monday,False
189,2020-07-07,7,7,July,2020Q3,2020,Tuesday,False
190,2020-07-08,8,7,July,2020Q3,2020,Wednesday,False
191,2020-07-09,9,7,July,2020Q3,2020,Thursday,False
192,2020-07-10,10,7,July,2020Q3,2020,Friday,False
193,2020-07-11,11,7,July,2020Q3,2020,Saturday,True
194,2020-07-12,12,7,July,2020Q3,2020,Sunday,True
195,2020-07-13,13,7,July,2020Q3,2020,Monday,False
196,2020-07-14,14,7,July,2020Q3,2020,Tuesday,False
197,2020-07-15,15,7,July,2020Q3,2020,Wednesday,False
198,2020-07-16,16,7,July,2020Q3,2020,Thursday,False
199,2020-07-17,17,7,July,2020Q3,2020,Friday,False
200,2020-07-18,18,7,July,2020Q3,2020,Saturday,True
201,2020-07-19,19,7,July,2020Q3,2020,Sunday,True
202,2020-07-20,20,7,July,2020Q3,2020,Monday,False
203,2020-07-21,21,7,July,2020Q3,2020,Tuesday,False
204,2020-07-22,22,7,July,2020Q3,2020,Wednesday,False
205,2020-07-23,23,7,July,2020Q3,2020,Thursday,False
206,2020-07-24,24,7,July,2020Q3,2020,Friday,False
207,2020-07-25,25,7,July,2020Q3,2020,Saturday,True
208,2020-07-26,26,7,July,2020Q3,2020,Sunday,True
209,2020-07-27,27,7,July,2020Q3,2020,Monday,False
210,2020-07-28,28,7,July,2020Q3,2020,Tuesday,False
211,2020-07-29,29,7,July,2020Q3,2020,Wednesday,False
212,2020-07-30,30,7,July,2020Q3,2020,Thursday,False
213,2020-07-31,31,7,July,2020Q3,2020,Friday,False
214,2020-08-01,1,8,August,2020Q3,2020,Saturday,True
215,2020-08-02,2,8,August,2020Q3,2020,Sunday,True
216,2020-08-03,3,8,August,2020Q3,2020,Monday,False
217,2020-08-04,4,8,August,2020Q3,2020,Tuesday,False
218,2020-08-05,5,8,August,2020Q3,2020,Wednesday,False
219,2020-08-06,6,8,August,2020Q3,2020,Thursday,False
220,2020-08-07,7,8,August,2020Q3,2020,Friday,False
221,2020-08-08,8,8,August,2020Q3,2020,Saturday,True
222,2020-08-09,9,8,August,2020Q3,2020,Sunday,True
223,2020-08-10,10,8,August,2020Q3,2020,Monday,False
224,2020-08-11,11,8,August,2020Q3,2020,Tuesday,False
225,2020-08-12,12,8,August,2020Q3,2020,Wednesday,False
226,2020-08-13,13,8,August,2020Q3,2020,Thursday,False
227,2020-08-14,14,8,August,2020Q3,2020,Friday,False
228,2020-08-15,15,8,August,2020Q3,2020,Saturday,True
229,2020-08-16,16,8,August,2020Q3,2020,Sunday,True
230,2020-08-17,17,8,August,2020Q3,2020,Monday,False
231,2020-08-18,18,8,August,2020Q3,2020,Tuesday,False
232,2020-08-19,19,8,August,2020Q3,2020,Wednesday,False
233,2020-08-20,20,8,August,2020Q3,2020,Thursday,False
234,2020-08-21,21,8,August,2020Q3,2020,Friday,False
235,2020-08-22,22,8,August,2020Q3,2020,Saturday,True
236,2020-08-23,23,8,August,2020Q3,2020,Sunday,True
237,2020-08-24,24,8,August,2020Q3,2020,Monday,False
238,2020-08-25,25,8,August,2020Q3,2020,Tuesday,False
239,2020-08-26,26,8,August,2020Q3,2020,Wednesday,False
240,2020-08-27,27,8,August,2020Q3,2020,Thursday,False
241,2020-08-28,28,8,August,2020Q3,2020,Friday,False
242,2020-08-29,29,8,August,2020Q3,2020,Saturday,True
243,2020-08-30,30,8,August,2020Q3,2020,Sunday,True
244,2020-08-31,31,8,August,2020Q3,2020,Monday,False
245,2020-09-01,1,9,September,2020Q3,2020,Tuesday,False
246,2020-09-02,2,9,September,2020Q3,2020,Wednesday,False
247,2020-09-03,3,9,September,2020Q3,2020,Thursday,False
248,2020-09-04,4,9,September,2020Q3,2020,Friday,False
249,2020-09-05,5,9,September,2020Q3,2020,Saturday,True
250,2020-09-06,6,9,September,2020Q3,2020,Sunday,True
251,2020-09-07,7,9,September,2020Q3,2020,Monday,False
252,2020-09-08,8,9,September,2020Q3,2020,Tuesday,False
253,2020-09-09,9,9,September,2020Q3,2020,Wednesday,False
254,2020-09-10,10,9,September,2020Q3,2020,Thursday,False
255,2020-09-11,11,9,September,2020Q3,2020,Friday,False
256,2020-09-12,12,9,September,2020Q3,2020,Saturday,True
257,2020-09-13,13,9,September,2020Q3,2020,Sunday,True
258,2020-09-14,14,9,September,2020Q3,2020,Monday,False
259,2020-09-15,15,9,September,2020Q3,2020,Tuesday,False
260,2020-09-16,16,9,September,2020Q3,2020,Wednesday,False
261,2020-09-17,17,9,September,2020Q3,2020,Thursday,False
262,2020-09-18,18,9,September,2020Q3,2020,Friday,False
263,2020-09-19,19,9,September,2020Q3,2020,Saturday,True
264,2020-09-20,20,9,September,2020Q3,2020,Sunday,True
265,2020-09-21,21,9,September,2020Q3,2020,Monday,False
266,2020-09-22,22,9,September,2020Q3,2020,Tuesday,False
267,2020-09-23,23,9,September,2020Q3,2020,Wednesday,False
268,2020-09-24,24,9,September,2020Q3,2020,Thursday,False
269,2020-09-25,25,9,September,2020Q3,2020,Friday,False
270,2020-09-26,26,9,September,2020Q3,2020,Saturday,True
271,2020-09-27,27,9,September,2020Q3,2020,Sunday,True
272,2020-09-28,28,9,September,2020Q3,2020,Monday,False
273,2020-09-29,29,9,September,2020Q3,2020,Tuesday,False
274,2020-09-30,30,9,September,2020Q3,2020,Wednesday,False
275,2020-10-01,1,10,October,2020Q4,2020,Thursday,False
276,2020-10-02,2,10,October,2020Q4,2020,Friday,False
277,2020-10-03,3,10,October,2020Q4,2020,Saturday,True
278,2020-10-04,4,10,October,2020Q4,2020,Sunday,True
279,2020-10-05,5,10,October,2020Q4,2020,Monday,False
280,2020-10-06,6,10,October,2020Q4,2020,Tuesday,False
281,2020-10-07,7,10,October,2020Q4,2020,Wednesday,False
282,2020-10-08,8,10,October,2020Q4,2020,Thursday,False
283,2020-10-09,9,10,October,2020Q4,2020,Friday,False
284,2020-10-10,10,10,October,2020Q4,2020,Saturday,True
285,2020-10-11,11,10,October,2020Q4,2020,Sunday,True
286,2020-10-12,12,10,October,2020Q4,2020,Monday,False
287,2020-10-13,13,10,October,2020Q4,2020,Tuesday,False
288,2020-10-14,14,10,October,2020Q4,2020,Wednesday,False
289,2020-10-15,15,10,October,2020Q4,2020,Thursday,False
290,2020-10-16,16,10,October,2020Q4,2020,Friday,False
291,2020-10-17,17,10,October,2020Q4,2020,Saturday,True
292,2020-10-18,18,10,October,2020Q4,2020,Sunday,True
293,2020-10-19,19,10,October,2020Q4,2020,Monday,False
294,2020-10-20,20,10,October,2020Q4,2020,Tuesday,False
295,2020-10-21,21,10,October,2020Q4,2020,Wednesday,False
296,2020-10-22,22,10,October,2020Q4,2020,Thursday,False
297,2020-10-23,23,10,October,2020Q4,2020,Friday,False
298,2020-10-24,24,10,October,2020Q4,2020,Saturday,True
299,2020-10-25,25,10,October,2020Q4,2020,Sunday,True
300,2020-10-26,26,10,October,2020Q4,2020,Monday,False
301,2020-10-27,27,10,October,2020Q4,2020,Tuesday,False
302,2020-10-28,28,10,October,2020Q4,2020,Wednesday,False
303,2020-10-29,29,10,October,2020Q4,2020,Thursday,False
304,2020-10-30,30,10,October,2020Q4,2020,Friday,False
305,2020-10-31,31,10,October,2020Q4,2020,Saturday,True
306,2020-11-01,1,11,November,2020Q4,2020,Sunday,True
307,2020-11-02,2,11,November,2020Q4,2020,Monday,False
308,2020-11-03,3,11,November,2020Q4,2020,Tuesday,False
309,2020-11-04,4,11,November,2020Q4,2020,Wednesday,False
310,2020-11-05,5,11,November,2020Q4,2020,Thursday,False
311,2020-11-06,6,11,November,2020Q4,2020,Friday,False
312,2020-11-07,7,11,November,2020Q4,2020,Saturday,True
313,2020-11-08,8,11,November,2020Q4,2020,Sunday,True
314,2020-11-09,9,11,November,2020Q4,2020,Monday,False
315,2020-11-10,10,11,November,2020Q4,2020,Tuesday,False
316,2020-11-11,11,11,November,2020Q4,2020,Wednesday,False
317,2020-11-12,12,11,November,2020Q4,2020,Thursday,False
318,2020-11-13,13,11,November,2020Q4,2020,Friday,False
319,2020-11-14,14,11,November,2020Q4,2020,Saturday,True
320,2020-11-15,15,11,November,2020Q4,2020,Sunday,True
321,2020-11-16,16,11,November,2020Q4,2020,Monday,False
322,2020-11-17,17,11,November,2020Q4,2020,Tuesday,False
323,2020-11-18,18,11,November,2020Q4,2020,Wednesday,False
324,2020-11-19,19,11,November,2020Q4,2020,Thursday,False
325,2020-11-20,20,11,November,2020Q4,2020,Friday,False
326,2020-11-21,21,11,November,2020Q4,2020,Saturday,True
327,2020-11-22,22,11,November,2020Q4,2020,Sunday,True
328,2020-11-23,23,11,November,2020Q4,2020,Monday,False
329,2020-11-24,24,11,November,2020Q4,2020,Tuesday,False
330,2020-11-25,25,11,November,2020Q4,2020,Wednesday,False
331,2020-11-26,26,11,November,2020Q4,2020,Thursday,False
332,2020-11-27,27,11,November,2020Q4,2020,Friday,False
333,2020-11-28,28,11,November,2020Q4,2020,Saturday,True
334,2020-11-29,29,11,November,2020Q4,2020,Sunday,True
335,2020-11-30,30,11,November,2020Q4,2020,Monday,False
336,2020-12-01,1,12,December,2020Q4,2020,Tuesday,False
337,2020-12-02,2,12,December,2020Q4,2020,Wednesday,False
338,2020-12-03,3,12,December,2020Q4,2020,Thursday,False
339,2020-12-04,4,12,December,2020Q4,2020,Friday,False
340,2020-12-05,5,12,December,2020Q4,2020,Saturday,True
341,2020-12-06,6,12,December,2020Q4,2020,Sunday,True
342,2020-12-07,7,12,December,2020Q4,2020,Monday,False
343,2020-12-08,8,12,December,2020Q4,2020,Tuesday,False
344,2020-12-09,9,12,December,2020Q4,2020,Wednesday,False
345,2020-12-10,10,12,December,2020Q4,2020,Thursday,False
346,2020-12-11,11,12,December,2020Q4,2020,Friday,False
347,2020-12-12,12,12,December,2020Q4,2020,Saturday,True
348,2020-12-13,13,12,December,2020Q4,2020,Sunday,True
349,2020-12-14,14,12,December,2020Q4,2020,Monday,False
350,2020-12-15,15,12,December,2020Q4,2020,Tuesday,False
351,2020-12-16,16,12,December,2020Q4,2020,Wednesday,False
352,2020-12-17,17,12,December,2020Q4,2020,Thursday,False
353,2020-12-18,18,12,December,2020Q4,2020,Friday,False
354,2020-12-19,19,12,December,2020Q4,2020,Saturday,True
355,2020-12-20,20,12,December,2020Q4,2020,Sunday,True
356,2020-12-21,21,12,December,2020Q4,2020,Monday,False
357,2020-12-22,22,12,December,2020Q4,2020,Tuesday,False
358,2020-12-23,23,12,December,2020Q4,2020,Wednesday,False
359,2020-12-24,24,12,December,2020Q4,2020,Thursday,False
360,2020-12-25,25,12,December,2020Q4,2020,Friday,False
361,2020-12-26,26,12,December,2020Q4,2020,Saturday,True
362,2020-12-27,27,12,December,2020Q4,2020,Sunday,True
363,2020-12-28,28,12,December,2020Q4,2020,Monday,False
364,2020-12-29,29,12,December,2020Q4,2020,Tuesday,False
365,2020-12-30,30,12,December,2020Q4,2020,Wednesday,False
366,2020-12-31,31,12,December,2020Q4,2020,Thursday,False
367,2021-01-01,1,1,January,2021Q1,2021,Friday,False
368,2021-01-02,2,1,January,2021Q1,2021,Saturday,True
369,2021-01-03,3,1,January,2021Q1,2021,Sunday,True
370,2021-01-04,4,1,January,2021Q1,2021,Monday,False
371,2021-01-05,5,1,January,2021Q1,2021,Tuesday,False
372,2021-01-06,6,1,January,2021Q1,2021,Wednesday,False
373,2021-01-07,7,1,January,2021Q1,2021,Thursday,False
374,2021-01-08,8,1,January,2021Q1,2021,Friday,False
375,2021-01-09,9,1,January,2021Q1,2021,Saturday,True
376,2021-01-10,10,1,January,2021Q1,2021,Sunday,True
377,2021-01-11,11,1,January,2021Q1,2021,Monday,False
378,2021-01-12,12,1,January,2021Q1,2021,Tuesday,False
379,2021-01-13,13,1,January,2021Q1,2021,Wednesday,False
380,2021-01-14,14,1,January,2021Q1,2021,Thursday,False
381,2021-01-15,15,1,January,2021Q1,2021,Friday,False
382,2021-01-16,16,1,January,2021Q1,2021,Saturday,True
383,2021-01-17,17,1,January,2021Q1,2021,Sunday,True
384,2021-01-18,18,1,January,2021Q1,2021,Monday,False
385,2021-01-19,19,1,January,2021Q1,2021,Tuesday,False
386,2021-01-20,20,1,January,2021Q1,2021,Wednesday,False
387,2021-01-21,21,1,January,2021Q1,2021,Thursday,False
388,2021-01-22,22,1,January,2021Q1,2021,Friday,False
389,2021-01-23,23,1,January,2021Q1,2021,Saturday,True
390,2021-01-24,24,1,January,2021Q1,2021,Sunday,True
391,2021-01-25,25,1,January,2021Q1,2021,Monday,False
392,2021-01-26,26,1,January,2021Q1,2021,Tuesday,False
393,2021-01-27,27,1,January,2021Q1,2021,Wednesday,False
394,2021-01-28,28,1,January,2021Q1,2021,Thursday,False
395,2021-01-29,29,1,January,2021Q1,2021,Friday,False
396,2021-01-30,30,1,January,2021Q1,2021,Saturday,True
397,2021-01-31,31,1,January,2021Q1,2021,Sunday,True
398,2021-02-01,1,2,February,2021Q1,2021,Monday,False
399,2021-02-02,2,2,February,2021Q1,2021,Tuesday,False
400,2021-02-03,3,2,February,2021Q1,2021,Wednesday,False
401,2021-02-04,4,2,February,2021Q1,2021,Thursday,False
402,2021-02-05,5,2,February,2021Q1,2021,Friday,False
403,2021-02-06,6,2,February,2021Q1,2021,Saturday,True
404,2021-02-07,7,2,February,2021Q1,2021,Sunday,True
405,2021-02-08,8,2,February,2021Q1,2021,Monday,False
406,2021-02-09,9,2,February,2021Q1,2021,Tuesday,False
407,2021-02-10,10,2,February,2021Q1,2021,Wednesday,False
408,2021-02-11,11,2,February,2021Q1,2021,Thursday,False
409,2021-02-12,12,2,February,2021Q1,2021,Friday,False
410,2021-02-13,13,2,February,2021Q1,2021,Saturday,True
411,2021-02-14,14,2,February,2021Q1,2021,Sunday,True
412,2021-02-15,15,2,February,2021Q1,2021,Monday,False
413,2021-02-16,16,2,February,2021Q1,2021,Tuesday,False
414,2021-02-17,17,2,February,2021Q1,2021,Wednesday,False
415,2021-02-18,18,2,February,2021Q1,2021,Thursday,False
416,2021-02-19,19,2,February,2021Q1,2021,Friday,False
417,2021-02-20,20,2,February,2021Q1,2021,Saturday,True
418,2021-02-21,21,2,February,2021Q1,2021,Sunday,True
419,2021-02-22,22,2,February,2021Q1,2021,Monday,False
420,2021-02-23,23,2,February,2021Q1,2021,Tuesday,False
421,2021-02-24,24,2,February,2021Q1,2021,Wednesday,False
422,2021-02-25,25,2,February,2021Q1,2021,Thursday,False
423,2021-02-26,26,2,February,2021Q1,2021,Friday,False
424,2021-02-27,27,2,February,2021Q1,2021,Saturday,True
425,2021-02-28,28,2,February,2021Q1,2021,Sunday,True
426,2021-03-01,1,3,March,2021Q1,2021,Monday,False
427,2021-03-02,2,3,March,2021Q1,2021,Tuesday,False
428,2021-03-03,3,3,March,2021Q1,2021,Wednesday,False
429,2021-03-04,4,3,March,2021Q1,2021,Thursday,False
430,2021-03-05,5,3,March,2021Q1,2021,Friday,False
431,2021-03-06,6,3,March,2021Q1,2021,Saturday,True
432,2021-03-07,7,3,March,2021Q1,2021,Sunday,True
433,2021-03-08,8,3,March,2021Q1,2021,Monday,False
434,2021-03-09,9,3,March,2021Q1,2021,Tuesday,False
435,2021-03-10,10,3,March,2021Q1,2021,Wednesday,False
436,2021-03-11,11,3,March,2021Q1,2021,Thursday,False
437,2021-03-12,12,3,March,2021Q1,2021,Friday,False
438,2021-03-13,13,3,March,2021Q1,2021,Saturday,True
439,2021-03-14,14,3,March,2021Q1,2021,Sunday,True
440,2021-03-15,15,3,March,2021Q1,2021,Monday,False
441,2021-03-16,16,3,March,2021Q1,2021,Tuesday,False
442,2021-03-17,17,3,March,2021Q1,2021,Wednesday,False
443,2021-03-18,18,3,March,2021Q1,2021,Thursday,False
444,2021-03-19,19,3,March,2021Q1,2021,Friday,False
445,2021-03-20,20,3,March,2021Q1,2021,Saturday,True
446,2021-03-21,21,3,March,2021Q1,2021,Sunday,True
447,2021-03-22,22,3,March,2021Q1,2021,Monday,False
448,2021-03-23,23,3,March,2021Q1,2021,Tuesday,False
