15113,2025-07-05,9715,4,106,2021-08-24,2025-08-10 15:47:44.820000000,0,0
17554,2025-06-08,9717,4,96,2020-10-25,2025-08-10 15:47:44.820000000,0,0
20211,2024-04-22,9718,1,120,2022-12-23,2025-08-10 15:47:44.820000000,0,0
18452,2024-07-29,9724,4,173,2020-10-26,2025-08-10 15:47:44.820000000,0,0
9471,2023-12-10,9725,2,102,2022-06-22,2025-08-10 15:47:44.820000000,0,0
1463,2025-10-29,9726,1,176,2023-02-25,2025-08-10 15:47:44.820000000,0,0
643,2020-07-27,9728,5,103,2020-01-03,2025-08-10 15:47:44.820000000,0,0
8971,2025-06-18,9730,1,101,2020-11-03,2025-08-10 15:47:44.820000000,0,0
12702,2021-03-17,9732,1,186,2020-07-05,2025-08-10 15:47:44.820000000,0,0
6867,2024-01-14,9733,3,150,2023-09-26,2025-08-10 15:47:44.820000000,0,0
21198,2022-11-24,9734,3,122,2022-10-26,2025-08-10 15:47:44.820000000,0,0
934,2023-07-21,9735,1,52,2021-05-20,2025-08-10 15:47:44.820000000,0,0
546,2025-02-06,9736,2,135,2022-02-26,2025-08-10 15:47:44.820000000,0,0
8764,2025-10-22,9738,4,39,2022-04-11,2025-08-10 15:47:44.820000000,0,0
17235,2025-07-06,9739,4,123,2025-04-19,2025-08-10 15:47:44.820000000,0,0
6080,2025-05-10,9742,3,100,2020-11-11,2025-08-10 15:47:44.820000000,0,0
10282,2025-11-18,9745,4,130,2022-11-03,2025-08-10 15:47:44.820000000,0,0
7667,2025-10-18,9747,2,171,2022-12-25,2025-08-10 15:47:44.820000000,0,0
13474,2023-01-02,9748,3,157,2020-02-20,2025-08-10 15:47:44.820000000,0,0
82,2023-07-29,9749,5,46,2022-02-04,2025-08-10 15:47:44.820000000,0,0
6951,2025-01-24,9751,3,127,2021-02-19,2025-08-10 15:47:44.820000000,0,0
15417,2023-03-19,9753,4,138,2021-01-27,2025-08-10 15:47:44.820000000,0,0
12206,2022-04-18,9754,2,71,2020-04-20,2025-08-10 15:47:44.820000000,0,0
20408,2023-06-13,9755,1,53,2021-07-16,2025-08-10 15:47:44.820000000,0,0
5654,2023-12-09,9757,2,143,2020-01-07,2025-08-10 15:47:44.820000000,0,0
16503,2025-06-12,9758,1,128,2021-03-06,2025-08-10 15:47:44.820000000,0,0
8409,2024-03-23,9760,4,106,2023-05-23,2025-08-10 15:47:44.820000000,0,0
8866,2025-07-12,9765,5,163,2022-11-19,2025-08-10 15:47:44.820000000,0,0
23209,2021-03-04,9768,2,97,2020-12-10,2025-08-10 15:47:44.820000000,0,0
17971,2024-11-27,9772,1,58,2021-04-04,2025-08-10 15:47:44.820000000,0,0
15571,2025-10-15,9774,3,71,2024-06-25,2025-08-10 15:47:44.820000000,0,0
20573,2025-09-05,9775,3,131,2021-03-13,2025-08-10 15:47:44.820000000,0,0
13275,2023-05-20,9777,1,153,2023-01-28,2025-08-10 15:47:44.820000000,0,0
11262,2023-11-21,9778,5,117,2020-10-28,2025-08-10 15:47:44.820000000,0,0
13740,2025-09-16,9781,1,132,2022-09-20,2025-08-10 15:47:44.820000000,0,0
6406,2023-10-04,9782,3,104,2020-01-31,2025-08-10 15:47:44.820000000,0,0
1894,2022-10-31,9786,5,68,2020-02-11,2025-08-10 15:47:44.820000000,0,0
22527,2024-10-19,9788,5,131,2022-01-23,2025-08-10 15:47:44.820000000,0,0
14758,2021-05-12,9790,3,117,2020-06-02,2025-08-10 15:47:44.820000000,0,0
22290,2024-11-22,9791,3,90,2022-09-14,2025-08-10 15:47:44.820000000,0,0
9339,2021-10-17,9792,5,58,2021-05-25,2025-08-10 15:47:44.820000000,0,0
4103,2024-06-10,9800,4,108,2022-04-14,2025-08-10 15:47:44.820000000,0,0
9887,2023-12-04,9801,2,119,2020-08-22,2025-08-10 15:47:44.820000000,0,0
22757,2021-08-14,9802,4,36,2021-05-03,2025-08-10 15:47:44.820000000,0,0
8032,2025-05-11,9804,5,84,2020-05-14,2025-08-10 15:47:44.820000000,0,0
13287,2022-10-20,9807,1,57,2020-11-20,2025-08-10 15:47:44.820000000,0,0
15610,2025-11-11,9809,1,180,2020-01-12,2025-08-10 15:47:44.820000000,0,0
23475,2022-02-19,9811,4,77,2021-03-16,2025-08-10 15:47:44.820000000,0,0
20157,2025-02-09,9812,3,177,2020-08-11,2025-08-10 15:47:44.820000000,0,0
12370,2025-12-07,9813,2,76,2023-09-06,2025-08-10 15:47:44.820000000,0,0
11044,2025-03-26,9814,2,35,2021-07-30,2025-08-10 15:47:44.820000000,0,0
13564,2023-06-16,9817,4,185,2022-01-07,2025-08-10 15:47:44.820000000,0,0
17689,2024-11-22,9818,5,147,2021-09-26,2025-08-10 15:47:44.820000000,0,0
22577,2023-07-19,9820,4,25,2022-02-01,2025-08-10 15:47:44.820000000,0,0
17923,2024-10-12,9822,1,75,2022-06-26,2025-08-10 15:47:44.820000000,0,0
4306,2021-11-25,9823,4,45,2020-06-19,2025-08-10 15:47:44.820000000,0,0
1936,2024-11-06,9824,3,24,2022-01-29,2025-08-10 15:47:44.820000000,0,0
12105,2024-11-26,9828,3,120,2023-03-06,2025-08-10 15:47:44.820000000,0,0
12931,2022-01-13,9830,1,85,2021-11-09,2025-08-10 15:47:44.820000000,0,0
1176,2024-10-09,9832,3,144,2024-03-16,2025-08-10 15:47:44.820000000,0,0
2553,2022-11-20,9833,2,56,2022-03-29,2025-08-10 15:47:44.820000000,0,0
3364,2024-06-02,9834,2,61,2022-02-21,2025-08-10 15:47:44.820000000,0,0
20123,2024-11-08,9837,4,141,2021-10-10,2025-08-10 15:47:44.820000000,0,0
4313,2025-07-19,9839,3,104,2023-05-31,2025-08-10 15:47:44.820000000,0,0
8381,2022-07-03,9840,3,125,2022-04-11,2025-08-10 15:47:44.820000000,0,0
19123,2025-09-07,9842,2,176,2021-12-04,2025-08-10 15:47:44.820000000,0,0
12244,2021-09-28,9843,2,199,2021-04-20,2025-08-10 15:47:44.820000000,0,0
15730,2023-01-06,9846,1,43,2020-03-11,2025-08-10 15:47:44.820000000,0,0
4233,2022-09-01,9848,2,177,2022-07-01,2025-08-10 15:47:44.820000000,0,0
21446,2022-07-27,9851,5,199,2021-12-16,2025-08-10 15:47:44.820000000,0,0
16222,2023-01-04,9855,3,153,2021-10-28,2025-08-10 15:47:44.820000000,0,0
5358,2025-01-10,9857,2,154,2022-04-01,2025-08-10 15:47:44.820000000,0,0
1761,2022-12-09,9858,1,176,2020-06-11,2025-08-10 15:47:44.820000000,0,0
477,2024-10-18,9860,5,152,2024-02-12,2025-08-10 15:47:44.820000000,0,0
2172,2022-11-17,9862,2,62,2021-04-19,2025-08-10 15:47:44.820000000,0,0
24445,2021-05-07,9863,3,33,2020-07-20,2025-08-10 15:47:44.820000000,0,0
8653,2024-08-03,9870,4,142,2023-08-07,2025-08-10 15:47:44.820000000,0,0
24369,2025-05-01,9871,3,93,2022-12-09,2025-08-10 15:47:44.820000000,0,0
4654,2023-11-22,9874,5,144,2021-07-01,2025-08-10 15:47:44.820000000,0,0
4900,2025-09-07,9876,2,184,2022-01-26,2025-08-10 15:47:44.820000000,0,0
2810,2023-05-11,9879,1,154,2021-06-20,2025-08-10 15:47:44.820000000,0,0
13102,2021-11-10,9880,1,104,2021-09-10,2025-08-10 15:47:44.820000000,0,0
24929,2024-11-04,9881,4,135,2021-07-12,2025-08-10 15:47:44.820000000,0,0
4255,2024-06-21,9883,4,198,2022-04-18,2025-08-10 15:47:44.820000000,0,0
20614,2022-11-13,9884,1,186,2022-06-14,2025-08-10 15:47:44.820000000,0,0
21178,2024-01-11,9885,2,177,2021-08-06,2025-08-10 15:47:44.820000000,0,0
18463,2025-06-05,9886,1,26,2023-07-08,2025-08-10 15:47:44.820000000,0,0
573,2024-03-07,9888,2,100,2023-04-06,2025-08-10 15:47:44.820000000,0,0
22677,2024-05-03,9892,3,166,2023-07-01,2025-08-10 15:47:44.820000000,0,0
12457,2025-03-10,9893,1,79,2020-12-04,2025-08-10 15:47:44.820000000,0,0
3510,2025-04-12,9895,2,163,2023-11-19,2025-08-10 15:47:44.820000000,0,0
18448,2024-09-25,9896,1,107,2024-04-11,2025-08-10 15:47:44.820000000,0,0
9203,2025-01-19,9898,1,80,2024-05-09,2025-08-10 15:47:44.820000000,0,0
2953,2023-08-30,9900,3,129,2021-10-15,2025-08-10 15:47:44.820000000,0,0
8761,2025-09-20,9902,2,98,2024-04-02,2025-08-10 15:47:44.820000000,0,0
22379,2022-05-12,9904,2,66,2021-05-31,2025-08-10 15:47:44.820000000,0,0
8052,2024-02-05,9906,2,166,2020-01-21,2025-08-10 15:47:44.820000000,0,0
4978,2022-05-20,9908,4,70,2021-03-02,2025-08-10 15:47:44.820000000,0,0
3623,2021-09-06,9909,3,182,2020-05-06,2025-08-10 15:47:44.820000000,0,0
6994,2023-02-23,9911,3,145,2022-10-15,2025-08-10 15:47:44.820000000,0,0
22160,2025-08-21,9915,4,130,2021-08-21,2025-08-10 15:47:44.820000000,0,0
17439,2023-10-24,9920,4,129,2022-09-08,2025-08-10 15:47:44.820000000,0,0
22105,2024-08-23,9922,3,52,2024-03-21,2025-08-10 15:47:44.820000000,0,0
10558,2023-11-08,9923,5,180,2020-01-02,2025-08-10 15:47:44.820000000,0,0
5584,2025-03-16,9925,2,61,2025-02-11,2025-08-10 15:47:44.820000000,0,0
10382,2023-12-25,9927,1,195,2020-02-25,2025-08-10 15:47:44.820000000,0,0
5539,2023-11-19,9929,5,170,2020-11-27,2025-08-10 15:47:44.820000000,0,0
12016,2025-06-06,9931,5,30,2024-02-20,2025-08-10 15:47:44.820000000,0,0
8451,2021-06-29,9932,1,84,2020-02-03,2025-08-10 15:47:44.820000000,0,0
19144,2024-04-10,9936,4,178,2021-04-20,2025-08-10 15:47:44.820000000,0,0
10793,2023-05-16,9937,2,113,2022-08-07,2025-08-10 15:47:44.820000000,0,0
3163,2023-01-29,9939,5,130,2021-03-02,2025-08-10 15:47:44.820000000,0,0
18,2025-08-02,9941,3,59,2025-04-20,2025-08-10 15:47:44.820000000,0,0
10603,2022-05-10,9942,2,169,2020-10-12,2025-08-10 15:47:44.820000000,0,0
21703,2025-08-09,9945,4,67,2022-12-07,2025-08-10 15:47:44.820000000,0,0
7052,2025-09-10,9947,2,112,2023-11-12,2025-08-10 15:47:44.820000000,0,0
7101,2022-07-13,9952,2,79,2021-11-15,2025-08-10 15:47:44.820000000,0,0
16829,2025-07-06,9954,2,116,2024-09-11,2025-08-10 15:47:44.820000000,0,0
3274,2020-10-26,9956,4,174,2020-04-04,2025-08-10 15:47:44.820000000,0,0
12823,2021-09-22,9957,5,27,2021-08-28,2025-08-10 15:47:44.820000000,0,0
9954,2025-09-05,9958,5,105,2020-05-18,2025-08-10 15:47:44.820000000,0,0
22202,2025-07-06,9959,1,139,2025-01-13,2025-08-10 15:47:44.820000000,0,0
6500,2024-01-15,9961,1,183,2021-02-24,2025-08-10 15:47:44.820000000,0,0
18421,2021-09-19,9962,4,181,2020-04-28,2025-08-10 15:47:44.820000000,0,0
11564,2024-07-05,9963,2,170,2023-08-03,2025-08-10 15:47:44.820000000,0,0
24067,2025-12-01,9974,1,121,2022-01-25,2025-08-10 15:47:44.820000000,0,0
7490,2025-08-09,9976,4,133,2023-02-25,2025-08-10 15:47:44.820000000,0,0
2262,2024-06-04,9977,3,73,2020-12-07,2025-08-10 15:47:44.820000000,0,0
18335,2025-04-04,9979,3,184,2021-01-06,2025-08-10 15:47:44.820000000,0,0
12009,2024-12-26,9980,5,67,2021-07-25,2025-08-10 15:47:44.820000000,0,0
14014,2025-03-23,9983,2,196,2024-07-11,2025-08-10 15:47:44.820000000,0,0
3979,2025-01-04,9984,4,136,2024-12-10,2025-08-10 15:47:44.820000000,0,0
6714,2025-04-14,9988,1,84,2020-06-02,2025-08-10 15:47:44.820000000,0,0
24361,2023-11-04,9989,1,100,2022-11-06,2025-08-10 15:47:44.820000000,0,0
6900,2022-10-17,9990,1,57,2021-12-17,2025-08-10 15:47:44.820000000,0,0
21397,2024-01-29,9993,1,55,2021-06-21,2025-08-10 15:47:44.820000000,0,0
14383,2025-02-15,9994,5,86,2024-02-10,2025-08-10 15:47:44.820000000,0,0
17733,2023-01-28,9996,4,35,2022-04-05,2025-08-10 15:47:44.820000000,0,0
10800,2024-09-17,9998,2,64,2022-08-11,2025-08-10 15:47:44.820000000,0,0
